"""cumulative_time"": R{""total_time""}=? [ C<=model_time ]"
pkt_rate, Result
0.05, 131.22606186154565
0.2, 125.40215887836945
0.35, 120.57368782728426
0.5, 117.24508591961678

"""cumulative_energy"": R{""energy""}=? [ C<=model_time ]"
pkt_rate, Result
0.05, 1451941.5727367986
0.2, 2139583.7442127783
0.35, 2334086.243400858
0.5, 2379170.301487022
