"""cumulative_time"": R{""total_time""}=? [ C<=model_time ]"
pkt_rate, Result
0.05, 123.83370312447092
0.2, 123.1300091219315
0.35, 119.87913564154607
0.5, 116.98374727209979

"""cumulative_energy"": R{""energy""}=? [ C<=model_time ]"
pkt_rate, Result
0.05, 1687336.8864334852
0.2, 2183261.379457854
0.35, 2343626.7351267235
0.5, 2381953.5772710443
