"""cumulative_time"": R{""total_time""}=? [ C<=model_time ]"
pkt_rate, Result
0.05, 246.84541047486235
0.2, 246.52111615520818
0.35, 240.1036792978978
0.5, 234.30003393750394

"""cumulative_energy"": R{""energy""}=? [ C<=model_time ]"
pkt_rate, Result
0.05, 3272457.5790730743
0.2, 4300355.530248494
0.35, 4644515.764634145
0.5, 4736809.307561884
