"""cumulative_time"": R{""total_time""}=? [ C<=model_time ]"
pkt_rate, Result
0.05, 41.894897023246635
0.2, 40.87280191615692
0.35, 39.72911511932382
0.5, 38.775451297596554

"""cumulative_energy"": R{""energy""}=? [ C<=model_time ]"
pkt_rate, Result
0.05, 630968.6923270855
0.2, 771918.7005919168
0.35, 809480.5680293276
0.5, 811539.8229767218
